MONTH,STATE,LATITUDE,LONGITUDE,ELEVATION,MonthlyMaxPrecip,MonthlyTotalSnowfall,MonthlyMaxSnowfall,MonthlyAvgTemp,MonthlyAvgDaylight,MonthlyAvgTempDiff,MonthlyAvgPrecipitation,MonthlyAvgRelativeHumidity,MonthlyAvgWindSpeed,MonthlyAvgPeakWindSpeed,MonthlyAvgSnowDepth,MonthlyAvgSnowfall,MonthlyMaxTempDiff,MonthlyMinDailyTempDiff,MonthlyWindSpeed,MonthlyWindDirection,MonthlyAvgTemp_scale,MonthlyAvgPrecipitation_scale
1,AK,62.606232142857145,-154.69733571428574,43.48214285714285,0.5285714285714286,7.242857142857143,2.4857142857142853,-12.164642857142857,400.7197132616487,6.703122119815668,0.0681112282700163,79.26875099316702,9.666244239631336,23.91800272726011,11.127030033370412,0.3717985288178041,17.855714285714285,1.19,9.17480804166219,4.447937974170827,1,2
1,AL,33.17304363636364,-87.16940272727273,155.20909090909092,1.7972727272727271,0.0727272727272727,0.0727272727272727,7.630909090909091,681.8956011730206,10.84076246334311,0.1612028410461012,69.366568914956,7.423167155425221,22.48973607038124,0.0,0.0025164690382081,20.96,2.016363636363636,7.294843629088575,346.79187953334434,2,3
1,AR,34.79107166666667,-92.72093666666666,181.95,1.5991666666666668,0.325,0.1916666666666666,5.1625000000000005,641.1096774193547,10.683897849462364,0.12942195622723,71.68279569892474,6.727956989247313,22.326987484576065,0.0080645161290322,0.0111549707602338,22.406666666666663,1.4866666666666666,6.690101375292893,1.9299331499714183,2,3
1,AZ,33.42443636363637,-111.53054545454546,987.4545454545456,0.4918181818181818,6.036363636363637,2.3363636363636364,9.51,632.7390029325511,14.354956011730202,0.0354071865566494,48.55425219941349,5.919354838709679,21.30534296545312,1.367003367003367,0.2152118373429848,22.63,4.744545454545454,5.856094552929085,2.5865193323157314,2,1
1,CA,37.33215181818181,-119.78043818181818,126.14545454545454,0.8327272727272728,0.1363636363636363,0.1363636363636363,11.73090909090909,649.1026392961877,10.679457478005869,0.0985181417301393,55.63343108504399,4.386656891495602,37.45338973967522,0.0,0.0044345898004434,20.455454545454543,2.3190909090909093,4.2732640182081525,343.1790758710068,2,2
1,CO,38.61474375,-105.64304,1675.6,0.2175,3.6625,1.9875,-1.99625,637.1483870967743,15.998887195121952,0.0140232494954199,61.63508064516129,6.987347964040189,21.968395974943355,0.6163194444444444,0.1297013980718588,25.14,3.8875,6.900883940017292,6.643413754922392,1,1
1,CT,41.542626,-72.888999,28.059999999999995,1.5379999999999998,5.35,3.5700000000000003,-0.844,602.0696774193548,8.903509783183502,0.1191635854341736,51.4741935483871,8.339999999999998,25.475376344086023,0.7168164992067689,0.210848306069545,22.662,1.888,7.858706058180847,348.6690334386288,1,2
1,DE,39.280544,-75.508398,19.94,1.156,2.32,1.7600000000000002,1.644,634.4309677419355,9.51783897193811,0.1019378717779246,38.64516129032258,8.33129032258065,25.406342263531982,0.1630434782608695,0.0818823529411764,21.554,2.224,8.069370708094112,343.4008341374634,1,2
1,FL,28.50767,-82.04724545454546,5.736363636363636,1.1763636363636365,0.0,0.0,15.728181818181817,674.1067448680351,11.28184750733138,0.0774311694516515,70.50146627565982,7.381524926686216,22.68829125241399,0.0,0.0,18.131818181818183,3.130909090909092,7.395198266345527,2.687316329829514,3,2
1,GA,32.24941444444445,-83.24527444444443,99.3,1.3766666666666667,0.3333333333333333,0.3333333333333333,9.646666666666668,644.1405017921147,12.386236265350496,0.130402947137227,61.87096774193549,5.799372759856631,20.79993928354584,0.0,0.0107526881720429,22.78,2.406666666666666,5.700960208579786,334.3020936585333,2,3
1,HI,21.008205789473685,-157.17392736842103,33.67894736842105,1.5021052631578946,0.0,0.0,23.39842105263158,709.9966044142616,8.014170448360586,0.1435379154934845,71.9914140262898,10.063359842730767,26.042281502792203,0.0,0.0,17.279473684210526,2.779999999999999,10.010572003664388,37.49319891344925,4,3
1,IA,42.11313416666667,-93.2095225,326.9583333333333,0.7324999999999999,8.475,2.375,-6.245833333333334,632.9290322580645,9.218790322580643,0.0585736150973982,78.31720430107526,10.742741935483872,27.25806451612904,2.634497929606625,0.321877269426289,22.22,0.93,10.322763216438132,344.8455145895647,1,1
1,ID,43.2433925,-114.4059675,1107.65,0.43,3.225,0.9,0.6375000000000001,597.8322580645159,8.930967741935484,0.0414713311442282,73.82661290322581,8.331451612903226,24.758064516129032,0.4189690026954177,0.1256734006734006,17.225,2.7750000000000004,6.053277667144138,358.8472596605446,1,1
1,IL,40.407698,-89.932457,175.65,0.973,9.94,3.5,-3.029,623.0554838709677,8.68328556319408,0.0948234181523076,61.29677419354839,8.688387096774193,25.46451612903225,1.0333333333333332,0.3898039215686275,24.448,1.11,8.466676550118699,352.587538636123,1,2
1,IN,40.878929,-86.19623299999999,241.1,1.074,9.37,3.04,-2.355,602.0129032258064,7.306375417130143,0.1086661816578482,62.11612903225806,10.260161290322582,26.34836260466044,1.2525490196078433,0.3975779120748904,16.89,1.0,9.863695646553952,10.76361248965003,1,2
1,KS,38.57959571428572,-98.03736714285716,455.9142857142857,0.4214285714285714,3.957142857142857,2.4857142857142853,0.4285714285714285,655.7161290322582,12.12198156682028,0.0251823106152477,69.36405529953917,9.700460829493084,28.188940092165897,0.4779220779220779,0.1438961038961038,23.17428571428572,1.66,9.58495632065776,353.9337219483272,1,1
1,KY,38.19657545454545,-84.89639727272727,249.6636363636364,1.3345454545454545,4.045454545454546,1.554545454545455,1.989090909090909,653.900293255132,8.093782991202346,0.1531291832584935,71.54099196735943,8.093255131964808,24.545454545454547,0.3624267384761603,0.1644000189492632,19.49727272727273,1.4636363636363638,7.875956681411097,5.055372314111935,1,3
1,LA,30.0162425,-91.08081375,3.6625,2.12625,0.0,0.0,11.8875,678.7354838709678,10.190282258064515,0.1676146788990825,73.12096774193549,8.539919354838707,23.987903225806456,0.0,0.0,19.445,1.945,8.373784663674803,354.50480952638367,2,4
1,MA,42.17884888888889,-71.28617666666666,108.38888888888889,1.2011111111111112,7.555555555555555,5.188888888888889,-0.9266666666666666,591.0107526881723,8.187784534931545,0.1239079964061095,48.20161290322581,11.113261648745516,28.9578853046595,0.0,0.2810880503144654,23.704444444444444,1.975555555555556,10.726596163951656,355.76445544275055,1,2
1,MD,38.60755666666666,-75.773675,21.225,1.038333333333333,1.3166666666666669,0.95,2.625833333333333,638.9161290322581,9.964247311827958,0.1096824394927842,44.69432595752244,7.95967741935484,26.21588465298143,0.0707964601769911,0.0470238095238094,21.48333333333333,1.673333333333333,7.897843348851589,343.5901434559969,1,2
